,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
70,51.0,59.0,81.0,46.0,24.0,52.0,38.0,60.0,45.0,52.0,41.0,35.0,31.0,38.0,61.0,67.0,37.0,27.0,56.0,48.0,42.0,35.0,43.0,23.0,29.0,48.0,64.0,46.0,65.0,16.0,48.0,36.0,44.0,17.0,59.0,33.0,44.0,81.0,100.0,45.0,36.0,40.0,46.0,52.0,44.0,54.0,28.0,43.0,22.0,44.0,46.0,47.0,94.0,19.0,38.0,31.0,47.0,39.0,39.0,24.0,50.0,50.0,88.0,48.0,51.0,46.0,44.0,72.0,96.0,47.0,22.0,22.0,31.0,59.0,46.0,44.0,48.0,21.0,26.0,21.0,38.0,42.0,20.0,34.0,35.0,49.0,93.0,57.0,51.0,36.0,25.0,65.0,29.0,30.0,91.0
72,39.0,36.0,36.0,70.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,27.0,29.0,55.0,27.0,0.0,26.0,27.0,26.0,0.0,0.0,23.0,0.0,25.0,55.0,0.0,27.0,26.0,24.0,0.0,25.0,24.0,26.0,0.0,24.0,0.0,0.0,0.0,22.0,44.0,21.0,22.0,0.0,22.0,23.0,44.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,22.0,0.0,21.0,0.0,20.0,21.0,21.0,51.0,32.0,72.0,100.0,54.0,41.0,55.0,45.0,63.0,50.0,40.0,32.0,30.0,38.0,39.0,39.0,38.0,39.0,33.0,25.0,61.0,46.0,26.0,28.0,19.0,19.0,19.0,18.0,35.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,57.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,49.0,47.0,48.0,100.0,0.0,78.0,47.0,0.0,47.0,0.0,0.0,47.0,0.0,44.0
78,25.0,23.0,24.0,22.0,0.0,0.0,45.0,22.0,44.0,22.0,0.0,0.0,20.0,93.0,30.0,53.0,100.0,18.0,18.0,45.0,36.0,52.0,25.0,25.0,17.0,16.0,35.0,23.0,16.0,16.0,0.0,17.0,0.0,16.0,32.0,16.0,16.0,0.0,16.0,29.0,0.0,15.0,15.0,15.0,15.0,50.0,68.0,21.0,28.0,29.0,22.0,14.0,22.0,14.0,15.0,15.0,15.0,15.0,15.0,29.0,14.0,13.0,29.0,0.0,14.0,0.0,14.0,14.0,13.0,28.0,0.0,0.0,13.0,12.0,20.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,50.0,42.0,31.0,18.0,12.0,23.0,33.0
79,56.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,49.0,45.0,46.0,45.0,0.0,45.0,0.0,41.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
81,28.0,27.0,27.0,28.0,26.0,25.0,26.0,31.0,26.0,26.0,26.0,25.0,30.0,25.0,26.0,27.0,26.0,25.0,27.0,26.0,29.0,28.0,26.0,28.0,26.0,27.0,27.0,29.0,32.0,30.0,30.0,29.0,33.0,28.0,30.0,29.0,29.0,30.0,30.0,28.0,30.0,28.0,33.0,32.0,29.0,30.0,33.0,35.0,28.0,31.0,31.0,33.0,35.0,32.0,35.0,41.0,35.0,39.0,51.0,51.0,48.0,50.0,100.0,58.0,44.0,40.0,37.0,42.0,52.0,42.0,47.0,40.0,37.0,40.0,56.0,53.0,48.0,44.0,43.0,46.0,49.0,49.0,52.0,55.0,45.0,45.0,41.0,43.0,41.0,42.0,38.0,39.0,42.0,38.0,35.0
82,22.0,40.0,41.0,19.0,52.0,38.0,72.0,32.0,45.0,89.0,93.0,60.0,100.0,91.0,78.0,88.0,43.0,76.0,53.0,55.0,41.0,40.0,34.0,39.0,22.0,36.0,50.0,58.0,42.0,37.0,23.0,25.0,23.0,39.0,46.0,24.0,35.0,35.0,28.0,17.0,34.0,34.0,39.0,39.0,13.0,0.0,28.0,37.0,20.0,38.0,65.0,48.0,42.0,25.0,21.0,33.0,14.0,22.0,38.0,33.0,18.0,29.0,25.0,22.0,24.0,39.0,25.0,31.0,47.0,12.0,19.0,28.0,46.0,16.0,20.0,21.0,45.0,18.0,11.0,11.0,14.0,11.0,14.0,33.0,11.0,35.0,27.0,21.0,11.0,21.0,18.0,37.0,16.0,20.0,20.0
83,84.0,84.0,62.0,93.0,69.0,49.0,51.0,81.0,63.0,52.0,52.0,41.0,63.0,48.0,59.0,39.0,46.0,54.0,54.0,69.0,73.0,47.0,35.0,49.0,53.0,46.0,27.0,48.0,47.0,50.0,51.0,35.0,41.0,49.0,54.0,34.0,46.0,61.0,38.0,35.0,49.0,45.0,32.0,55.0,33.0,41.0,45.0,45.0,38.0,76.0,85.0,73.0,55.0,41.0,61.0,73.0,58.0,50.0,44.0,57.0,61.0,100.0,90.0,55.0,80.0,36.0,50.0,62.0,44.0,38.0,41.0,27.0,37.0,50.0,55.0,50.0,53.0,48.0,38.0,22.0,37.0,28.0,34.0,49.0,43.0,45.0,77.0,48.0,40.0,27.0,37.0,32.0,47.0,28.0,32.0
84,5.0,8.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,14.0,84.0,82.0,83.0,98.0,37.0,26.0,27.0,32.0,21.0,20.0,22.0,32.0,83.0,82.0,78.0,73.0,43.0,28.0,26.0,30.0,25.0,22.0,38.0,37.0,83.0,88.0,100.0,79.0,41.0,24.0,25.0,30.0,30.0,20.0,18.0,29.0,53.0,54.0,54.0,66.0,23.0,15.0,12.0,18.0,16.0,10.0,9.0,11.0,11.0,13.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0
88,9.0,5.0,3.0,4.0,5.0,6.0,8.0,4.0,3.0,8.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,100.0,39.0,12.0,7.0,8.0,6.0,9.0,5.0,5.0,3.0,4.0,3.0,6.0,3.0,2.0,5.0,3.0,5.0,7.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,5.0,8.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0
91,52.0,24.0,0.0,0.0,24.0,0.0,24.0,47.0,23.0,100.0,77.0,78.0,42.0,58.0,73.0,19.0,29.0,56.0,19.0,0.0,38.0,36.0,17.0,0.0,18.0,33.0,18.0,24.0,0.0,0.0,19.0,37.0,18.0,26.0,33.0,28.0,51.0,16.0,26.0,15.0,24.0,0.0,16.0,31.0,0.0,0.0,14.0,15.0,15.0,23.0,47.0,0.0,0.0,30.0,31.0,24.0,0.0,0.0,0.0,0.0,15.0,28.0,15.0,0.0,29.0,14.0,15.0,0.0,0.0,14.0,0.0,27.0,14.0,13.0,0.0,19.0,0.0,13.0,27.0,13.0,0.0,13.0,13.0,13.0,0.0,19.0,14.0,25.0,0.0,13.0,13.0,13.0,13.0,0.0,18.0
92,100.0,99.0,91.0,76.0,92.0,70.0,46.0,32.0,40.0,42.0,31.0,37.0,28.0,32.0,27.0,31.0,26.0,23.0,26.0,27.0,29.0,25.0,25.0,19.0,30.0,22.0,23.0,16.0,16.0,18.0,13.0,20.0,19.0,13.0,16.0,14.0,11.0,17.0,10.0,11.0,10.0,16.0,23.0,17.0,32.0,33.0,55.0,34.0,26.0,26.0,23.0,18.0,17.0,12.0,17.0,11.0,9.0,11.0,16.0,10.0,11.0,9.0,9.0,8.0,9.0,8.0,10.0,8.0,11.0,12.0,9.0,12.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,4.0,6.0,6.0,8.0,6.0,5.0,4.0,5.0,7.0,5.0,7.0,7.0,4.0,7.0
96,14.0,46.0,46.0,13.0,40.0,12.0,9.0,28.0,20.0,23.0,8.0,3.0,15.0,3.0,8.0,3.0,6.0,6.0,4.0,0.0,6.0,18.0,23.0,61.0,60.0,70.0,63.0,31.0,37.0,31.0,52.0,23.0,32.0,20.0,12.0,16.0,17.0,10.0,12.0,12.0,13.0,8.0,9.0,15.0,12.0,13.0,7.0,17.0,7.0,10.0,14.0,27.0,48.0,37.0,14.0,15.0,10.0,13.0,20.0,23.0,27.0,23.0,28.0,21.0,9.0,7.0,8.0,9.0,12.0,6.0,5.0,6.0,14.0,11.0,10.0,7.0,11.0,11.0,5.0,7.0,9.0,4.0,7.0,13.0,8.0,11.0,15.0,19.0,22.0,57.0,45.0,56.0,31.0,33.0,100.0
98,65.0,54.0,59.0,57.0,53.0,40.0,52.0,38.0,42.0,52.0,58.0,57.0,53.0,50.0,53.0,54.0,51.0,43.0,38.0,38.0,43.0,50.0,55.0,53.0,50.0,51.0,52.0,54.0,52.0,42.0,53.0,45.0,46.0,47.0,52.0,52.0,50.0,52.0,57.0,54.0,52.0,49.0,43.0,43.0,48.0,53.0,51.0,49.0,44.0,46.0,50.0,46.0,46.0,38.0,54.0,41.0,41.0,45.0,50.0,51.0,47.0,47.0,52.0,56.0,56.0,45.0,53.0,64.0,55.0,61.0,62.0,65.0,79.0,49.0,55.0,57.0,56.0,45.0,100.0,73.0,52.0,82.0,67.0,57.0,67.0,54.0,65.0,63.0,61.0,64.0,65.0,77.0,57.0,62.0,57.0
99,56.0,54.0,57.0,52.0,53.0,53.0,52.0,53.0,44.0,48.0,46.0,46.0,40.0,55.0,64.0,51.0,65.0,76.0,65.0,72.0,67.0,43.0,43.0,45.0,41.0,45.0,44.0,46.0,47.0,39.0,48.0,51.0,44.0,39.0,49.0,53.0,38.0,39.0,48.0,46.0,64.0,61.0,47.0,48.0,53.0,42.0,48.0,50.0,67.0,56.0,47.0,58.0,47.0,50.0,42.0,35.0,37.0,35.0,33.0,31.0,35.0,36.0,39.0,43.0,51.0,100.0,50.0,40.0,53.0,44.0,41.0,42.0,47.0,37.0,49.0,44.0,52.0,64.0,46.0,51.0,47.0,46.0,48.0,44.0,50.0,39.0,40.0,54.0,65.0,47.0,56.0,42.0,40.0,41.0,41.0
100,65.0,100.0,69.0,48.0,61.0,65.0,50.0,61.0,49.0,57.0,48.0,43.0,37.0,53.0,49.0,55.0,40.0,52.0,44.0,56.0,48.0,53.0,57.0,67.0,56.0,55.0,43.0,74.0,58.0,63.0,42.0,30.0,42.0,56.0,41.0,57.0,36.0,29.0,41.0,43.0,38.0,31.0,39.0,35.0,28.0,33.0,36.0,23.0,30.0,33.0,37.0,29.0,39.0,42.0,35.0,20.0,30.0,21.0,23.0,25.0,17.0,24.0,23.0,31.0,24.0,17.0,35.0,23.0,26.0,33.0,30.0,34.0,37.0,31.0,36.0,31.0,33.0,28.0,25.0,27.0,14.0,19.0,20.0,20.0,22.0,21.0,27.0,29.0,21.0,23.0,22.0,34.0,22.0,23.0,21.0
103,14.0,7.0,7.0,13.0,10.0,18.0,20.0,6.0,6.0,6.0,69.0,49.0,64.0,37.0,37.0,33.0,26.0,13.0,42.0,21.0,8.0,20.0,26.0,39.0,31.0,29.0,27.0,22.0,21.0,16.0,15.0,12.0,10.0,21.0,16.0,23.0,25.0,24.0,19.0,100.0,76.0,19.0,35.0,30.0,25.0,37.0,35.0,22.0,39.0,43.0,56.0,58.0,56.0,49.0,43.0,31.0,38.0,20.0,23.0,19.0,30.0,27.0,46.0,31.0,96.0,52.0,6.0,28.0,23.0,16.0,28.0,13.0,19.0,23.0,22.0,21.0,22.0,21.0,13.0,23.0,55.0,27.0,24.0,16.0,29.0,14.0,23.0,12.0,20.0,7.0,18.0,14.0,22.0,20.0,21.0
104,13.0,11.0,9.0,10.0,8.0,11.0,9.0,10.0,12.0,9.0,10.0,12.0,12.0,12.0,25.0,37.0,38.0,28.0,24.0,18.0,20.0,27.0,29.0,28.0,20.0,22.0,30.0,37.0,65.0,63.0,47.0,42.0,42.0,48.0,41.0,39.0,42.0,47.0,45.0,63.0,85.0,62.0,49.0,54.0,52.0,48.0,51.0,47.0,56.0,48.0,55.0,62.0,67.0,61.0,46.0,41.0,68.0,64.0,100.0,84.0,68.0,92.0,73.0,58.0,58.0,65.0,55.0,62.0,59.0,69.0,88.0,63.0,60.0,64.0,70.0,62.0,59.0,55.0,58.0,49.0,69.0,77.0,67.0,93.0,92.0,66.0,61.0,73.0,53.0,46.0,45.0,52.0,53.0,52.0,80.0
105,56.0,52.0,53.0,75.0,78.0,99.0,0.0,0.0,74.0,100.0,90.0,91.0,91.0,83.0,45.0,40.0,41.0,0.0,42.0,40.0,40.0,98.0,56.0,0.0,38.0,0.0,39.0,35.0,36.0,72.0,0.0,39.0,39.0,37.0,36.0,0.0,36.0,68.0,37.0,33.0,0.0,0.0,51.0,33.0,65.0,65.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,34.0,33.0,49.0,32.0,60.0,97.0,29.0,31.0,30.0,32.0,32.0,40.0,78.0,29.0,59.0,60.0,28.0,30.0,28.0,39.0,28.0,57.0,42.0,37.0,28.0,0.0,37.0,29.0,27.0,29.0,0.0,28.0,0.0,55.0,0.0,0.0,0.0,25.0
107,51.0,34.0,53.0,54.0,39.0,62.0,38.0,54.0,45.0,54.0,56.0,57.0,49.0,62.0,56.0,77.0,76.0,50.0,38.0,47.0,60.0,42.0,50.0,64.0,41.0,73.0,52.0,63.0,84.0,36.0,40.0,39.0,29.0,41.0,69.0,27.0,24.0,45.0,52.0,30.0,100.0,64.0,99.0,42.0,52.0,40.0,61.0,55.0,45.0,54.0,68.0,57.0,46.0,53.0,25.0,77.0,40.0,51.0,43.0,64.0,21.0,45.0,70.0,41.0,52.0,45.0,32.0,43.0,40.0,26.0,32.0,42.0,42.0,40.0,51.0,25.0,29.0,51.0,26.0,23.0,37.0,30.0,29.0,16.0,38.0,52.0,58.0,34.0,38.0,34.0,58.0,50.0,27.0,24.0,46.0
108,21.0,15.0,30.0,14.0,30.0,14.0,14.0,14.0,0.0,21.0,44.0,26.0,38.0,18.0,34.0,17.0,15.0,11.0,0.0,23.0,17.0,18.0,26.0,11.0,16.0,13.0,22.0,36.0,15.0,31.0,19.0,22.0,17.0,70.0,85.0,66.0,82.0,64.0,55.0,50.0,100.0,53.0,42.0,28.0,40.0,58.0,26.0,44.0,27.0,27.0,26.0,21.0,33.0,15.0,14.0,13.0,26.0,24.0,19.0,24.0,9.0,21.0,21.0,32.0,20.0,26.0,18.0,35.0,17.0,13.0,19.0,25.0,28.0,11.0,17.0,23.0,12.0,8.0,21.0,19.0,24.0,37.0,18.0,20.0,43.0,21.0,29.0,18.0,13.0,19.0,20.0,15.0,8.0,15.0,14.0
110,100.0,0.0,47.0,46.0,93.0,44.0,47.0,45.0,44.0,44.0,40.0,68.0,0.0,0.0,40.0,37.0,0.0,0.0,37.0,0.0,0.0,35.0,34.0,68.0,34.0,62.0,34.0,31.0,66.0,32.0,0.0,53.0,36.0,68.0,32.0,33.0,0.0,30.0,33.0,30.0,0.0,29.0,31.0,0.0,0.0,29.0,27.0,28.0,29.0,0.0,30.0,29.0,29.0,43.0,0.0,61.0,0.0,30.0,0.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,26.0,0.0,0.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,22.0
114,0.0,14.0,44.0,0.0,29.0,13.0,0.0,0.0,13.0,0.0,12.0,12.0,25.0,11.0,12.0,11.0,11.0,11.0,17.0,11.0,22.0,11.0,0.0,0.0,10.0,19.0,16.0,14.0,0.0,10.0,22.0,0.0,11.0,26.0,20.0,30.0,10.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,18.0,8.0,13.0,13.0,18.0,9.0,9.0,18.0,0.0,9.0,14.0,19.0,19.0,18.0,9.0,13.0,16.0,18.0,31.0,8.0,17.0,18.0,22.0,16.0,8.0,16.0,20.0,24.0,15.0,21.0,19.0,0.0,8.0,16.0,0.0,0.0,31.0,34.0,100.0,35.0,15.0,24.0,15.0,23.0,26.0,11.0,11.0,22.0,14.0,10.0
115,55.0,0.0,52.0,0.0,0.0,47.0,100.0,0.0,96.0,0.0,0.0,45.0,0.0,41.0,0.0,39.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,68.0,35.0,71.0,39.0,0.0,38.0,0.0,35.0,0.0,34.0,0.0,0.0,32.0,33.0,48.0,0.0,32.0,32.0,31.0,29.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,64.0,31.0,0.0,0.0,31.0,28.0,30.0,29.0,0.0,30.0,0.0,29.0,0.0,0.0,59.0,0.0,0.0,27.0,0.0,0.0,0.0,28.0,27.0,0.0,27.0,27.0,28.0,0.0,28.0,26.0,0.0,0.0,27.0,0.0,39.0,0.0,24.0
116,80.0,68.0,100.0,83.0,76.0,61.0,54.0,45.0,61.0,85.0,38.0,38.0,45.0,41.0,42.0,41.0,28.0,36.0,29.0,23.0,32.0,60.0,59.0,46.0,32.0,30.0,20.0,26.0,21.0,24.0,37.0,28.0,35.0,73.0,61.0,48.0,27.0,44.0,23.0,42.0,32.0,29.0,25.0,20.0,14.0,20.0,24.0,13.0,20.0,22.0,16.0,11.0,13.0,11.0,11.0,15.0,14.0,16.0,23.0,18.0,11.0,32.0,18.0,26.0,24.0,18.0,15.0,14.0,11.0,14.0,14.0,12.0,17.0,13.0,15.0,13.0,9.0,6.0,12.0,14.0,9.0,16.0,9.0,11.0,26.0,26.0,10.0,14.0,11.0,10.0,9.0,4.0,19.0,12.0,8.0
117,10.0,12.0,100.0,33.0,21.0,15.0,15.0,14.0,13.0,13.0,9.0,10.0,13.0,12.0,10.0,12.0,9.0,9.0,14.0,15.0,10.0,11.0,11.0,23.0,11.0,9.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,8.0,8.0,6.0,5.0,5.0,7.0,4.0,4.0,5.0,5.0,8.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
118,0.0,0.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,3.0,11.0,4.0,4.0,2.0,0.0,2.0,7.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,10.0,5.0,5.0,2.0,9.0,7.0,10.0,6.0,6.0,11.0,11.0,11.0,9.0,15.0,13.0,13.0,9.0,10.0,11.0,17.0,24.0,29.0,30.0,47.0,35.0,43.0,29.0,37.0,29.0,22.0,65.0,28.0,73.0,67.0,53.0,57.0,51.0,50.0,48.0,49.0,47.0,92.0,53.0,40.0,46.0,38.0,41.0,100.0,49.0,36.0,42.0,52.0,67.0,52.0,58.0,52.0,46.0,52.0,53.0,92.0,85.0,74.0,62.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,56.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,100.0,0.0,50.0,0.0,48.0,0.0,47.0,0.0,49.0,51.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,48.0,48.0,46.0,47.0,44.0,45.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,43.0,0.0,44.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
120,58.0,63.0,65.0,42.0,59.0,48.0,43.0,30.0,39.0,19.0,26.0,21.0,12.0,15.0,19.0,20.0,26.0,22.0,23.0,27.0,36.0,43.0,78.0,100.0,52.0,56.0,72.0,55.0,42.0,71.0,49.0,24.0,31.0,33.0,27.0,18.0,20.0,25.0,25.0,18.0,22.0,20.0,16.0,18.0,17.0,16.0,13.0,27.0,29.0,50.0,46.0,63.0,69.0,28.0,35.0,40.0,30.0,36.0,48.0,17.0,17.0,19.0,21.0,23.0,30.0,26.0,26.0,23.0,22.0,15.0,17.0,21.0,13.0,16.0,17.0,19.0,25.0,26.0,32.0,31.0,46.0,38.0,30.0,24.0,28.0,27.0,50.0,29.0,35.0,22.0,25.0,26.0,17.0,23.0,21.0
121,65.0,77.0,70.0,66.0,64.0,57.0,70.0,86.0,100.0,68.0,57.0,65.0,62.0,61.0,69.0,74.0,61.0,58.0,62.0,77.0,60.0,58.0,54.0,57.0,53.0,63.0,58.0,82.0,68.0,66.0,56.0,63.0,52.0,49.0,52.0,56.0,52.0,52.0,53.0,58.0,47.0,48.0,78.0,58.0,52.0,46.0,46.0,43.0,53.0,43.0,47.0,48.0,54.0,43.0,55.0,64.0,48.0,44.0,36.0,37.0,39.0,43.0,40.0,39.0,43.0,38.0,41.0,54.0,65.0,48.0,40.0,40.0,38.0,41.0,38.0,36.0,46.0,39.0,38.0,40.0,42.0,36.0,32.0,34.0,39.0,40.0,42.0,41.0,35.0,37.0,49.0,45.0,38.0,42.0,38.0
124,19.0,46.0,36.0,38.0,35.0,11.0,34.0,11.0,11.0,19.0,17.0,38.0,44.0,31.0,57.0,36.0,28.0,12.0,18.0,15.0,21.0,15.0,17.0,23.0,17.0,34.0,20.0,23.0,52.0,16.0,12.0,23.0,15.0,42.0,54.0,33.0,43.0,30.0,33.0,50.0,100.0,52.0,33.0,45.0,32.0,43.0,53.0,19.0,28.0,29.0,41.0,16.0,37.0,29.0,30.0,18.0,16.0,25.0,34.0,38.0,31.0,24.0,46.0,45.0,34.0,63.0,48.0,48.0,29.0,28.0,46.0,60.0,25.0,40.0,44.0,35.0,32.0,44.0,13.0,37.0,21.0,38.0,24.0,34.0,50.0,22.0,20.0,22.0,21.0,22.0,58.0,20.0,38.0,36.0,38.0
126,24.0,23.0,15.0,17.0,8.0,14.0,15.0,30.0,18.0,7.0,17.0,16.0,17.0,20.0,18.0,16.0,12.0,10.0,12.0,12.0,13.0,8.0,15.0,14.0,7.0,7.0,14.0,22.0,21.0,7.0,6.0,7.0,3.0,6.0,21.0,100.0,25.0,16.0,16.0,10.0,16.0,9.0,5.0,4.0,10.0,11.0,5.0,9.0,12.0,6.0,8.0,5.0,9.0,5.0,6.0,5.0,8.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,9.0,4.0,0.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,0.0,2.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,48.0,75.0,96.0,96.0,49.0,47.0,72.0,66.0,47.0,51.0,47.0,49.0,46.0,0.0,0.0,0.0,46.0,43.0
128,74.0,56.0,51.0,47.0,46.0,43.0,44.0,46.0,43.0,45.0,48.0,58.0,59.0,48.0,47.0,47.0,45.0,45.0,45.0,44.0,44.0,43.0,44.0,50.0,52.0,45.0,45.0,44.0,47.0,50.0,48.0,49.0,49.0,48.0,53.0,53.0,59.0,50.0,51.0,50.0,48.0,47.0,50.0,52.0,52.0,52.0,53.0,58.0,68.0,61.0,62.0,57.0,56.0,58.0,61.0,63.0,61.0,63.0,65.0,66.0,72.0,67.0,67.0,64.0,67.0,66.0,70.0,73.0,71.0,68.0,69.0,77.0,86.0,79.0,78.0,79.0,80.0,80.0,77.0,78.0,84.0,79.0,77.0,89.0,93.0,91.0,89.0,84.0,94.0,94.0,92.0,99.0,100.0,98.0,95.0
