,Primary Artist,Track Name,Popularity,Added At,Release Date,Artist ID,Track ID,Playlist Date - Release Date,Days Until Discovery,Followers,Genres,Artist Popularity
2812,Leapling,Going Nowhere,0,2016-07-11T21:25:16Z,2015-02-10,2H4ahoQdMEduIJerovaR9m,2sNjS8FszioxHS9gbAKtDs,517 days 21:25:16.000000000,517.0,1095,['brooklyn indie'],10
2813,Icy Demons,Icy Demons,2,2016-07-08T19:47:19Z,2004,3Ex1ec5ZXop8PdEEeNvVEn,4wryWJ3FTdoui4Lnt8Bo7U,4572 days 19:47:19.000000000,4572.0,624,[],7
2814,Icy Demons,Buffalo Bill,4,2016-07-08T19:44:31Z,2007,3Ex1ec5ZXop8PdEEeNvVEn,4T0703nC33mZIedhoCPs65,3476 days 19:44:31.000000000,3476.0,624,[],7
2815,HAIM,The Wire,60,2016-07-27T01:07:51Z,2013-09-30,4Ui2kfOqGujY81UcPrb5KE,6golelYKuy85o3u0cxIxFK,1031 days 01:07:51.000000000,1031.0,845379,"['dance pop', 'folk-pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock']",72
2816,Medicine,Time Baby II,10,2016-07-17T04:46:40Z,2011-12-20,61uYVpJPgBq9dNrfUy6kTp,1J8gzINT8qUrTcJgARqPRb,1671 days 04:46:40.000000000,1671.0,8951,"['dream pop', 'noise pop', 'nu gaze', 'shoegaze']",30
2817,TOPS,Way to be Loved,61,2016-07-22T02:20:11Z,2014-09-02,2SdK1QDmZIP2hk94rSaLl9,5FjC0o2EGdlAMdc3hfeTMd,689 days 02:20:11.000000000,689.0,64536,"['art pop', 'chillwave', 'indie pop', 'indie rock', 'indie soul', 'indietronica', 'neo-psychedelic', 'new rave', 'quebec indie', 'shiver pop']",57
2818,St. Paul & The Broken Bones,I'm Torn Up,0,2016-07-12T21:22:59Z,2014-05-12,4fXkvh05wFhuH77MfD4m9o,1f26ac56m3QgltzivzPIe6,792 days 21:22:59.000000000,792.0,243717,"['funk', 'indie folk', 'retro soul', 'soul']",61
2819,The Tallest Man On Earth,Where Do My Bluebird Fly,47,2016-07-11T18:04:13Z,2008,2BpAc5eK7Rz5GAwSp9UYXa,0nOYaso4sQaWa9tNX5xJuH,3114 days 18:04:13.000000000,3114.0,536375,"['chamber pop', 'folk-pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",64
2820,A Place To Bury Strangers,Straight,22,2016-07-11T18:07:12Z,2015-02-17,3kx1S2P2Qq3a9bG4DGsAjR,2PWINg2HqJtlKKAXOSfwIf,510 days 18:07:12.000000000,510.0,55615,"['american shoegaze', 'brooklyn indie', 'dance-punk', 'dream pop', 'garage psych', 'garage rock', 'grave wave', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze']",41
2821,Baaba Maal,Gilli Men,14,2016-07-11T17:08:56Z,2016-07-01,49z6oAiD2RpyUf5yLJs7Nf,5ln9MShbjDn9wDqLvl1que,10 days 17:08:56.000000000,10.0,39091,"['afropop', 'desert blues', 'griot', 'mande pop', 'world']",57
2822,Baaba Maal,Fulani Rock,13,2016-07-11T17:08:47Z,2016-07-01,49z6oAiD2RpyUf5yLJs7Nf,4SSJ4i77gUMAuEXNvtt5y2,10 days 17:08:47.000000000,10.0,39091,"['afropop', 'desert blues', 'griot', 'mande pop', 'world']",57
2823,Banditos,I Put A Spell On You,9,2016-07-11T16:47:06Z,2016-07-08,6bDfhlhiEEJliB13BqdOIg,3cstiaddryHBZmWkR1DIgM,3 days 16:47:06.000000000,3.0,4623,['alabama indie'],21
2824,tricot,Ochansensu-Su,0,2016-07-15T17:44:51Z,2013-10-02,5IKKS7LhpdlmMwqIagqf3f,7K3gvWFhcSwZDJtOaG6e7Y,1017 days 17:44:51.000000000,1017.0,65534,"['japanese math rock', 'japanese post-rock']",47
2825,Jack Wilkins,Red Clay,1,2016-07-15T17:51:46Z,1973-07-18,6oalE1Ov29U9WBDn63puSu,1MDmOTjoaXsP7mqmGh029g,15703 days 17:51:46.000000000,15703.0,4117,"['jazz funk', 'jazz guitar']",33
2826,Joshua Redman,As This Moment Slips Away,47,2016-07-15T17:57:03Z,2015-05-26,3uaHfXYx9Fh4HjqMbrWn5S,5CcAkJMkqpx7vwyYq1CQQd,416 days 17:57:03.000000000,416.0,57822,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'vocal jazz']",51
2827,Joshua Redman,Otherwise,6,2015-07-08T16:48:10Z,2014-10-24,3uaHfXYx9Fh4HjqMbrWn5S,7iGvQcQUW0JCnS1dvHHW9q,257 days 16:48:10.000000000,257.0,57822,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'vocal jazz']",51
2828,Kishi Bashi,Say Yeah,18,2016-07-27T17:59:57Z,2016-07-14,3LVPGE5jPPwtbGslx07YR0,4rel6EziHHlF0CvYsZhLLs,13 days 17:59:57.000000000,13.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59
2829,Kishi Bashi,"Atticus, in the Desert - Audiotree Live Version",0,2015-02-18T00:18:50Z,2015-02-17,3LVPGE5jPPwtbGslx07YR0,3NjBh3QOH0ptLfzpz3legg,1 days 00:18:50.000000000,1.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59
2830,Kishi Bashi,"Evalyn, Summer Has Arrived - Audiotree Live Version",0,2015-02-18T00:13:21Z,2015-02-17,3LVPGE5jPPwtbGslx07YR0,4alBJIUtgRqyVG0w48K2Cp,1 days 00:13:21.000000000,1.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59
2831,Kishi Bashi,A Sunday Smile (by Beirut),35,2013-05-18T21:17:10Z,2013-04-02,3LVPGE5jPPwtbGslx07YR0,3pGpi3X38L4ZnxGXW3vY4J,46 days 21:17:10.000000000,46.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59
2832,Kishi Bashi,"Evalyn, Summer Has Arrived - featuring Kevin Barnes",0,2012-10-30T06:12:03Z,2012,3LVPGE5jPPwtbGslx07YR0,3Xi5kpqeNJE2FsOGsSVOWV,303 days 06:12:03.000000000,303.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59
2833,Yuna,Places To Go,35,2016-07-15T19:51:46Z,2016-05-20,3kHVioJpVxlazAAKQ64pC1,0EgpgnzlNHZJMkU6Te9gx9,56 days 19:51:46.000000000,56.0,329464,"['alternative r&b', 'malaysian pop']",66
2834,Yuna,Live Your Life,0,2012-07-23T00:47:53Z,2012-04-24,3kHVioJpVxlazAAKQ64pC1,6LgiD4puASEBRtwYoH5deO,90 days 00:47:53.000000000,90.0,329464,"['alternative r&b', 'malaysian pop']",66
2835,Raf Riley,Summer,38,2016-07-15T23:15:30Z,2015-07-21,1K7GjRGPXx2I8FJ1iBW85L,4P96AdPnRnZJU6IvrtjLdO,360 days 23:15:30.000000000,360.0,3112,['electronic trap'],42
2836,BOSCO,ROSENWOOD | Pour The Whiskey,0,2016-07-15T23:16:34Z,2015-06-02,1A4fV156Nn6rWIE8jk5ZpT,7BzMNERaMt7Ja22ho2QB7j,409 days 23:16:34.000000000,409.0,11852,['alternative r&b'],39
2837,Moondog,Bird's Lament,4,2016-07-16T04:08:34Z,2004,7HvQfRNJCvPXTVirKKB0Nn,3SFZum4wx7RNlaaf2QnOWv,4580 days 04:08:34.000000000,4580.0,60022,"['art rock', 'bow pop', 'compositional ambient', 'experimental', 'laboratorio', 'outsider']",50
2838,Suicideyear,CCCXXV,31,2016-07-17T05:57:37Z,2015-03-10,3WaNZnwUPrpOIS5ZcIyjTO,0lNq3pPfeItDow0kJjZcAD,495 days 05:57:37.000000000,495.0,15078,"['hardvapour', 'phonk', 'underground hip hop', 'vapor twitch', 'vaporwave', 'wave']",37
2839,The Future Sound Of London,Dead Cities,24,2016-07-17T04:26:20Z,1996-01-01,2qhmNI4ZHPpeDutdg473Z3,0yVyBkyHFFj0oE4Iq1fKtW,7503 days 04:26:20.000000000,7503.0,71549,"['abstract', 'big beat', 'breakbeat', 'drill and bass', 'drum and bass', 'electronica', 'hardcore techno', 'intelligent dance music', 'techno', 'trip hop']",45
2840,Eureka The Butcher,Here Comes Eureka B,0,2016-07-24T05:41:13Z,2016-03-18,0wV9UVu9rp9YWS3zhTN8OU,6ITfOSWOOGcy6iJtaxLt45,128 days 05:41:13.000000000,128.0,1544,[],15
2841,Danny Gatton,In My Room,12,2016-07-27T23:10:55Z,1991-03-05,1IiBarn43LaqM1QInB6G7M,2vSmSEZuxmaWVk0ZxhGIoC,9276 days 23:10:55.000000000,9276.0,8833,[],27
2842,Todd Terje & The Olsens,La fête sauvage,13,2016-07-29T22:50:40Z,2016-06-17,6JClxoCdn17qYJRwYDWDqq,4wwclbIxIdnNYvsTGbQOwf,42 days 22:50:40.000000000,42.0,2174,[],21
2843,Fjordne,Collide,1,2016-07-29T00:00:17Z,2009-08-01,4Zuhw9hRgeWtX6DLVxxcEh,39yDLq5loIhpq3jCUQm1jK,2554 days 00:00:17.000000000,2554.0,1870,['compositional ambient'],18
2844,Jordan Rakei,Midnight Mischief,41,2016-07-29T23:15:10Z,2016-06-03,24icoQNJSEWNu3XvqKBR68,6Ej4cQotdCJ5Gt9xKkPd1X,56 days 23:15:10.000000000,56.0,167623,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul']",67
2845,Christopher O'Riley,Thinking About You,20,2016-05-27T20:45:01Z,2003-05-30,70sTS2TfD7x40e01or0h2I,6soS0kfunwa5FFrYYZmfaf,4746 days 20:45:01.000000000,4746.0,7806,[],37
2846,Dan The Automator,Inspector Jay from Dehli,0,2016-05-27T20:42:16Z,1999-03-23,4fv5w0LJib9OMbXQegqZ01,2kkLG3iTjXilmSmWghtxFt,6275 days 20:42:16.000000000,6275.0,26803,['turntablism'],54
2847,Dan The Automator,Theme from Don,0,2016-05-27T20:42:16Z,1999-03-23,4fv5w0LJib9OMbXQegqZ01,0yq9k63QO34QYaqqishDJA,6275 days 20:42:16.000000000,6275.0,26803,['turntablism'],54
2848,Black Milk,4 Blacks,31,2016-05-27T20:44:05Z,2016-04-04,77zgRkcehIGCAtROXkXkb3,05OgiLzbz7ohy2rBsSAuBs,53 days 20:44:05.000000000,53.0,76249,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']",48
2849,Black Milk,Interpret Sabotage (feat. Mel),0,2014-10-30T03:44:56Z,2013-10-15,77zgRkcehIGCAtROXkXkb3,6GfPDHFsbZYos5tHQlOFw9,380 days 03:44:56.000000000,380.0,76249,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']",48
2850,Black Milk,Everyday Was,42,2014-11-03T21:37:41Z,2014-10-28,77zgRkcehIGCAtROXkXkb3,225WLJ4RlbSMSAZnjMYEt7,6 days 21:37:41.000000000,6.0,76249,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']",48
2851,Black Milk,Sonny Jr. (Dreams) [feat. Robert Glasper & Dwele],0,2014-11-05T00:13:47Z,2013-10-15,77zgRkcehIGCAtROXkXkb3,5XjXcf2hmxLC7zD01HVuei,386 days 00:13:47.000000000,386.0,76249,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']",48
2852,Bosnian Rainbows,Turtle Neck,35,2016-05-27T20:44:24Z,2013-06-25,26sni4GjXXHoWkWrBkyZnO,1tQFJHwEmqJJNdEFx1B8gc,1067 days 20:44:24.000000000,1067.0,24227,"['el paso indie', 'modern alternative rock']",32
2853,Bosnian Rainbows,Morning Sickness,24,2013-07-24T23:27:18Z,2013-06-25,26sni4GjXXHoWkWrBkyZnO,1AutyDp2rn0G3z1Qs4hWg9,29 days 23:27:18.000000000,29.0,24227,"['el paso indie', 'modern alternative rock']",32
2854,Overcoats,Smaller Than My Mother,0,2016-05-27T20:42:39Z,2015-06-28,2pst3pDewxsl4kJERuDZpp,09CqiCiZyviFTETYHLhhv8,334 days 20:42:39.000000000,334.0,32704,"['electropop', 'nyc pop']",53
2855,Tinariwen,Adounia Ti Chidjret,19,2016-05-27T21:41:49Z,2014-02-11,2sf2owtFSCvz2MLfxmNdkb,0xkTc8EBjOoJSxORHLY7iM,836 days 21:41:49.000000000,836.0,155116,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'western saharan folk', 'world']",54
2856,foodman,Uoxtu,4,2016-05-27T21:31:21Z,2016-05-13,4e8VeCyfFRBL1e06oGg1dR,792tHfEWTMQcrWl11VowCX,14 days 21:31:21.000000000,14.0,4810,['japanese experimental'],23
2857,Applewood Road,Honey Won't You,0,2016-05-27T20:44:10Z,2016-02-12,317bKonzjbtsJUh5RrgWWh,3Q4ZLgzh1kBF9BLyeAUsiH,105 days 20:44:10.000000000,105.0,1745,['nashville indie'],33
2858,Typical Cats,Snake Oil,38,2016-05-27T20:44:15Z,2001-02-19,0me62BgWN9q8I8Rkv8k4Qv,6QZxG3hnWlmrLhPv4QX3nE,5576 days 20:44:15.000000000,5576.0,11564,"['abstract hip hop', 'jazz rap', 'underground rap']",34
2859,Thomas Fonnesbæk,Alcubierre's Law,15,2016-05-27T20:44:20Z,2016-04-15,2GWMZZQNuU0VZra0suXVph,2T0TLwreySrZF3vBRk4jCn,42 days 20:44:20.000000000,42.0,1122,['swedish jazz'],35
2860,SQÜRL,Streets of Detroit,21,2016-05-27T20:44:32Z,2014-04-08,1UXCB5V3DpKjiTGkVodQYA,6m8MGNJASRdNn4Xlg80Fwm,780 days 20:44:32.000000000,780.0,15688,[],40
2861,Jozef Van Wissem and Jim Jarmusch,Continuation of the Last Judgement,15,2016-05-27T20:47:55Z,2014-04-25,3fSbBzEDKAyFiaHMfk8GCQ,29vn3pdJNJtLYVEXynpcmP,763 days 20:47:55.000000000,763.0,1880,['experimental ambient'],20
2862,Jesse Harris,Miyazaki,1,2016-05-27T20:44:48Z,2015-02-10,1SE144wEx5NYxXBKH5mOqy,4Dxcp4Jh0xs9NamnAvUix0,472 days 20:44:48.000000000,472.0,2557,[],28
2863,Ibeyi,Stranger / Lover,29,2016-05-27T20:44:54Z,2015-02-17,5Q8NEHGX70m1kkojbtm8wa,5NvppEC4jgMAfFMhdDuX8O,465 days 20:44:54.000000000,465.0,241464,"['cuban alternative', 'etherpop']",57
2864,Ibeyi,Oya,21,2015-07-08T16:48:10Z,2014-08-07,5Q8NEHGX70m1kkojbtm8wa,4CXVw5uf315acnjiUeB26b,335 days 16:48:10.000000000,335.0,241464,"['cuban alternative', 'etherpop']",57
2865,Marcus Marr,Birthday Card,0,2016-05-27T20:45:29Z,2015-12-04,6l5dAUNRhHnRSPPmRJSKQr,4eoPKeSccEjpQfGicUGvIw,175 days 20:45:29.000000000,175.0,32690,['uk alternative pop'],50
2866,William Onyeabor,Atomic Bomb,47,2016-05-30T06:29:34Z,2013-10-29,755pQSGUy6rtPrUCbnJTvi,6FDGkw2X2Pmp4AaQP8x6mX,944 days 06:29:34.000000000,944.0,67657,"['afrobeat', 'afropop', 'funk']",51
2867,Hop Along,Tibetan Pop Stars,0,2016-05-30T06:41:31Z,2012-05-05,3yYUV3hkJit05YIUEODqgp,4i3g8H5DlmwCp4zA7u5aWr,1486 days 06:41:31.000000000,1486.0,70603,"['alternative emo', 'anti-folk', 'art pop', 'chamber pop', 'emo', 'folk punk', 'folk-pop', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'noise pop', 'philly indie', 'stomp and holler']",52
2868,Hopsin,Hop is Back,54,2016-05-30T06:49:34Z,2013-11-26,7EWU4FhUJM1sZQgQKdENeT,3lowcuAcg6INX4Rs32KzjJ,916 days 06:49:34.000000000,916.0,1400567,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",71
2869,Pomo,So Fine,35,2016-05-31T20:53:34Z,2014-11-14,6YtlR8MLfO6azxwOKAvEi3,6s7nHyRwwfih9uoJmc6Ov7,564 days 20:53:34.000000000,564.0,31860,"['canadian electronic', 'indie soul', 'new french touch']",51
2870,Nina Simone,Be My Husband - Live In New York/1965,0,2016-05-31T21:47:05Z,1965-10,7G1GBhoKtEPnP86X2PvEYO,3dnaUhyD5xmG9znnFwhDzd,18505 days 21:47:05.000000000,18505.0,1492848,"['adult standards', 'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",73
2871,Nina Simone,Nobody Knows You When You're Down And Out - Live In New York/1965,1,2016-05-31T21:49:49Z,1965-10,7G1GBhoKtEPnP86X2PvEYO,64Z5YxJbYb4ylwNJ0mNVjr,18505 days 21:49:49.000000000,18505.0,1492848,"['adult standards', 'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",73
2872,Petros Klampanis,Minor Dispute,2,2016-05-31T21:52:31Z,2015-05-04,2EW4K87b5EjGuCbachzK2B,3a5iy5WPCIQnzpmnihKRM6,393 days 21:52:31.000000000,393.0,2100,[],24
2873,Cities Aviv,URL IRL,32,2016-05-31T22:44:38Z,2014-01-28,4m0HRALRlPxbZp5SwvktFX,7zgGrCPf90ofUqWmROtm2w,854 days 22:44:38.000000000,854.0,10805,"['experimental hip hop', 'memphis indie', 'underground hip hop']",34
2874,Cities Aviv,HEAD,36,2016-05-31T22:54:42Z,2014-01-28,4m0HRALRlPxbZp5SwvktFX,29sV4NNlCZdBvcXUNvAIQH,854 days 22:54:42.000000000,854.0,10805,"['experimental hip hop', 'memphis indie', 'underground hip hop']",34
2875,Cities Aviv,PERPETUATE THE REAL,16,2016-05-31T23:03:37Z,2014-01-28,4m0HRALRlPxbZp5SwvktFX,53QEWxpjwggy6SziRs9KdU,854 days 23:03:37.000000000,854.0,10805,"['experimental hip hop', 'memphis indie', 'underground hip hop']",34
2876,The Sugarcubes,Motorcrash,30,2016-06-01T21:02:30Z,1988-04-05,1G0Xwj8mza6b03iYkVdzDP,6wNbhsTOihivQjZh5vLcsJ,10284 days 21:02:30.000000000,10284.0,79097,"['alternative rock', 'art pop', 'dance rock', 'dream pop', 'icelandic pop', 'new wave', 'new wave pop', 'post-punk']",48
2877,King Geedorah,Next Levels,52,2016-06-01T21:38:37Z,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,58MeeOMk6PMQxXWY9YCNPD,4733 days 21:38:37.000000000,4733.0,58810,"['alternative hip hop', 'hardcore hip hop', 'hip hop']",49
2878,King Geedorah,Fastlane,40,2015-05-31T23:13:47Z,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,3dX0c7tK7bnaUMhZlr6sIC,4366 days 23:13:47.000000000,4366.0,58810,"['alternative hip hop', 'hardcore hip hop', 'hip hop']",49
2879,Gretchen Parlato,How We Love,21,2016-06-02T16:22:23Z,2011-05-31,76Gi1qoWLrIerL5FcL0TZb,24HAkJDgZLa80KiFjJ62vb,1829 days 16:22:23.000000000,1829.0,33728,"['contemporary jazz', 'neo r&b', 'vocal jazz']",42
2880,Gretchen Parlato,Weak,7,2016-03-12T01:37:44Z,2009-08-25,76Gi1qoWLrIerL5FcL0TZb,5UymhSYPifKNGP7w8xHZcf,2391 days 01:37:44.000000000,2391.0,33728,"['contemporary jazz', 'neo r&b', 'vocal jazz']",42
2881,Gretchen Parlato,Henya,11,2014-01-04T23:17:06Z,2011-04-05,76Gi1qoWLrIerL5FcL0TZb,4DRZtvBIQ2YNRN5gvalKHK,1005 days 23:17:06.000000000,1005.0,33728,"['contemporary jazz', 'neo r&b', 'vocal jazz']",42
2882,Gretchen Parlato,Butterfly,18,2013-11-04T05:30:10Z,2013-10-08,76Gi1qoWLrIerL5FcL0TZb,58oKMFrA0DAVu8Lh0myxUR,27 days 05:30:10.000000000,27.0,33728,"['contemporary jazz', 'neo r&b', 'vocal jazz']",42
2883,Gretchen Parlato,Holding Back the Years,26,2013-10-07T05:14:22Z,2011-04-05,76Gi1qoWLrIerL5FcL0TZb,1cNxc1MoCucAJmdWXyeGaX,916 days 05:14:22.000000000,916.0,33728,"['contemporary jazz', 'neo r&b', 'vocal jazz']",42
2884,EL VY,I'm the Man to Be,37,2016-06-02T23:08:45Z,2015-10-30,3zsR0Nsw8G2KuzKSdmosPI,1t0MWv2ay9kLlJFNeOtwDx,216 days 23:08:45.000000000,216.0,53281,[],42
2885,Not Waving,Punch,15,2016-06-03T16:18:50Z,2016-02-05,6mkqjpZbG63Y1MJQcItRmC,4Ey8hL4EuCZUnVnapaXrhm,119 days 16:18:50.000000000,119.0,7708,"['fluxwork', 'fourth world', 'italian experimental', 'new isolationism', 'outsider house']",30
2886,The Greg Foat Group,The Hunt,8,2016-06-03T17:58:18Z,2015-06-15,2Zn4QYZKKh7FeojKJaRGU2,5ACPIZnVENevnIPCdabKlo,354 days 17:58:18.000000000,354.0,3182,['indie jazz'],22
2887,Potatohead People,Blue Charms,0,2016-06-06T17:42:57Z,2015-03-02,2lmWYYMM80tsoDES4aUB1m,0GQiGbczbNXsoRzJ79qIjr,462 days 17:42:57.000000000,462.0,13662,"['indie jazz', 'indie soul', 'neo r&b', 'vancouver indie']",45
2888,Mndsgn,Camelblues,3,2016-06-06T17:47:30Z,2014-08-26,4GcpBLY8g8NrmimWbssM26,4JsKup7v4h4xkpcI6Yy2Fo,650 days 17:47:30.000000000,650.0,83573,"['abstract beats', 'alternative hip hop', 'alternative r&b', 'chillhop', 'indie jazz', 'indie soul', 'neo r&b', 'wonky']",55
2889,Dirty Art Club,Girls In June,0,2016-06-06T18:56:33Z,2013-05-28,2DcAdoxP41GECOfZt2MhQL,2qIZbgAU9wIku8mRnvqcew,1105 days 18:56:33.000000000,1105.0,24308,"['charlotte nc indie', 'chillhop', 'wonky']",49
2890,Sons Of Kemet,Inner Babylon,0,2016-06-13T23:58:17Z,2013-09-08,3pvRbmrqOyFxB2Eext4Dki,5IGsIWw5mYawGxQwz0DP7O,1009 days 23:58:17.000000000,1009.0,51017,"['british jazz', 'contemporary jazz', 'indie jazz', 'progressive jazz fusion']",42
2891,Nas,It Ain't Hard to Tell,61,2016-06-16T18:27:11Z,1994-04-19,20qISvAhX20dpIbOOzGK3q,2CPturRUlpvirYr7VpkXCV,8094 days 18:27:11.000000000,8094.0,1726558,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",76
2892,Nas,Executive Decision,28,2014-09-05T06:27:04Z,1997-01-01,20qISvAhX20dpIbOOzGK3q,7DTdtYDzmx1AWrBEM7dWrE,6456 days 06:27:04.000000000,6456.0,1726558,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",76
2893,Marcus D,Earth Angel (feat. Cise Star),36,2016-06-18T21:14:34Z,2015-03-11,5LrXI2SwrD9P30B6CqOjNV,2M03CcGNG7SGagaSPr5nzf,465 days 21:14:34.000000000,465.0,18374,"['ambeat', 'chillhop']",49
2894,Dâm-Funk,"Floating On Air (feat. Flea, Computer Jay)",0,2016-06-20T16:41:44Z,2015-09-04,1AEcpjnSCmm53IBZQo3g9z,5CLcIzaXdeN86skBLYPAeJ,290 days 16:41:44.000000000,290.0,35621,"['popping', 'wonky']",51
2895,Dave Douglas,"Molten Sunset (feat. Shigeto, Jonathan Maron & Mark Guiliana)",0,2016-06-20T16:49:59Z,2015-06-23,3SQrLX0O6RbBjmSIkwCgJb,6RYY417V9jvuJ1DnSb1Nd6,363 days 16:49:59.000000000,363.0,7601,"['avant-garde jazz', 'brass band', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz trumpet']",29
2896,Vieux Farka Touré,Masters of War,16,2016-06-20T20:10:01Z,2015-09-18,4PmxbsWP1u0TnvqcrIA9ze,0wUPG1BiHQWhwkKBuDb9nI,276 days 20:10:01.000000000,276.0,18996,"['afropop', 'malian blues', 'mande pop', 'world']",45
2897,The Jones Girls,Nights Over Egypt,52,2016-06-27T04:14:48Z,1981,7aHa6IZwZ13FoC5AXFkCSh,68VCCqeujyd3SqmYAWB0lZ,12961 days 04:14:48.000000000,12961.0,47905,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",44
2898,Boogie Trouble,Diskósnjór,0,2016-06-27T04:43:12Z,2016-04-08,6O2YHhXqoyqJmb6m0Oliqf,2h6UMFq1WohIR97o7UdosJ,80 days 04:43:12.000000000,80.0,334,['icelandic indie'],4
2899,Shirlette Ammons,Dear Nora,0,2016-05-03T05:56:57Z,2016-02-05,6i5osZ6qIQOdY6oIRoqSnO,1y8GeKZtewawdh6gqxPWjK,88 days 05:56:57.000000000,88.0,436,[],24
2900,Shirlette Ammons,On the Road Segue,0,2016-05-03T06:10:27Z,2016-02-05,6i5osZ6qIQOdY6oIRoqSnO,0LIai3HeW5nV7YlVxXauOk,88 days 06:10:27.000000000,88.0,436,[],24
2901,Shirlette Ammons,Earth Intro Segue,0,2016-04-26T02:47:08Z,2016-02-05,6i5osZ6qIQOdY6oIRoqSnO,2x0ULCwwXA54z63v6iF3Yd,81 days 02:47:08.000000000,81.0,436,[],24
2902,Shirlette Ammons,Earth Intro,0,2016-04-23T19:14:39Z,2016-02-05,6i5osZ6qIQOdY6oIRoqSnO,5wCq4VKrv7s2saU20s2ND8,78 days 19:14:39.000000000,78.0,436,[],24
2903,Shirlette Ammons,On the Road,0,2016-04-26T02:47:25Z,2016-02-05,6i5osZ6qIQOdY6oIRoqSnO,6DRm3DZvaLJyf2DOxHzsOM,81 days 02:47:25.000000000,81.0,436,[],24
2904,The Field,Everyday,0,2016-05-16T05:47:08Z,2007-03-26,23MIhFHpoOuhtEHZDrrnCS,2vKfzXGoMaKjvfqk3dPstG,3339 days 05:47:08.000000000,3339.0,43543,"['ambient', 'art pop', 'balearic', 'bass music', 'chillwave', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'minimal techno']",45
2905,Logan Takahashi,Dizz,1,2016-05-03T05:57:47Z,2016-04-15,1hArBlMCbH6FVlNBhk9oSV,2ViQyFAVbPtDTPndmHzsFm,18 days 05:57:47.000000000,18.0,847,[],7
2906,Logan Takahashi,Rekr,1,2016-04-07T01:54:00Z,2016-03-30,1hArBlMCbH6FVlNBhk9oSV,1YxZNaA8ZcPOVowQE3y02M,8 days 01:54:00.000000000,8.0,847,[],7
2907,KAYTRANADA,BULLETS,56,2016-05-17T01:02:57Z,2016-05-06,6qgnBH6iDM91ipVXv28OMu,3Il1ess0dinvEagLM3dTzG,11 days 01:02:57.000000000,11.0,536064,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",71
2908,KAYTRANADA,VIVID DREAMS,58,2016-05-16T05:46:42Z,2016-05-06,6qgnBH6iDM91ipVXv28OMu,0aocB2ukxn2Gy663wEEW3j,10 days 05:46:42.000000000,10.0,536064,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",71
2909,Chase Morrin,Birth of the Corn Knight,0,2016-05-17T00:48:15Z,2016-05-04,5u2LRuC26UhijHYOksCnIF,6NConQSXiyWW9edrB88aVo,13 days 00:48:15.000000000,13.0,18,[],0
